X,Y,Z
-1.22927,-0.36221,4.727
-1.10459,-0.369873,4.827
-1.09455,-0.369873,4.827
-1.10809,-0.377919,4.932
-0.0503042,-0.0276619,0.361
-0.0495529,-0.0276619,0.361
-0.0488016,-0.0276619,0.361
-0.0464187,-0.0275853,0.36
-0.0714164,-0.0496535,0.648
-0.0705004,-0.04996,0.652
-0.0691435,-0.04996,0.652
-0.0677866,-0.04996,0.652
-0.0664296,-0.04996,0.652
-0.0650727,-0.04996,0.652
-0.0633249,-0.0496535,0.648
-0.0621676,-0.0498068,0.65
-0.0608149,-0.0498068,0.65
-0.0594621,-0.0498068,0.65
-0.0541253,-0.0486574,0.635
-0.0526375,-0.0485042,0.633
-0.0509147,-0.048121,0.628
-0.0493708,-0.0478911,0.625
-0.048147,-0.0479678,0.626
-0.0468442,-0.0479678,0.626
-0.0455414,-0.0479678,0.626
-0.0443799,-0.048121,0.628
-0.043073,-0.048121,0.628
-0.041766,-0.048121,0.628
-0.0403302,-0.0479678,0.626
-0.038965,-0.0478911,0.625
-0.0374233,-0.0475846,0.621
-2.39518,-0.313144,4.201
-2.38644,-0.313144,4.201
-2.1602,-0.286607,3.845
-2.1522,-0.286607,3.845
-2.1442,-0.286607,3.845
-2.13619,-0.286607,3.845
-2.09277,-0.281837,3.781
-2.12019,-0.286607,3.845
-2.18635,-0.29667,3.98
-2.14085,-0.291601,3.912
-2.09618,-0.286607,3.845
-2.12457,-0.291601,3.912
-2.11643,-0.291601,3.912
-2.07218,-0.286607,3.845
-2.06418,-0.286607,3.845
-2.16634,-0.301963,4.051
-2.1579,-0.301963,4.051
-2.1118,-0.29667,3.98
-2.10352,-0.29667,3.98
-2.13261,-0.301963,4.051
-2.08695,-0.29667,3.98
-2.07867,-0.29667,3.98
-2.10732,-0.301963,4.051
-2.09889,-0.301963,4.051
-2.05382,-0.29667,3.98
-2.04554,-0.29667,3.98
-2.00245,-0.291601,3.912
-1.99431,-0.291601,3.912
-1.98616,-0.291601,3.912
-1.97802,-0.291601,3.912
-2.29874,-0.367632,4.932
-2.14835,-0.345121,4.63
-2.09622,-0.338264,4.538
-2.17368,-0.352352,4.727
-2.07733,-0.338264,4.538
-1.98814,-0.325219,4.363
-2.01807,-0.33163,4.449
-1.95726,-0.352352,4.727
-1.83289,-0.33163,4.449
-1.72198,-0.313144,4.201
-1.68224,-0.307478,4.125
-1.64363,-0.301963,4.051
-1.66507,-0.307478,4.125
-1.687,-0.313144,4.201
-1.6479,-0.307478,4.125
-1.63931,-0.307478,4.125
-1.63073,-0.307478,4.125
-1.62214,-0.307478,4.125
-1.61356,-0.307478,4.125
-1.60498,-0.307478,4.125
-1.56775,-0.301963,4.051
-1.58781,-0.307478,4.125
-1.57922,-0.307478,4.125
-1.59957,-0.313144,4.201
-1.62113,-0.319107,4.281
-1.61222,-0.319107,4.281
-1.60331,-0.319107,4.281
-1.5944,-0.319107,4.281
-1.61586,-0.325219,4.363
-1.60678,-0.325219,4.363
-1.5977,-0.325219,4.363
-1.65234,-0.338264,4.538
-1.64289,-0.338264,4.538
-1.60141,-0.33163,4.449
-1.59215,-0.33163,4.449
-1.61456,-0.338264,4.538
-1.67197,-0.352352,4.727
-1.69729,-0.359806,4.827
-1.65229,-0.352352,4.727
-1.54586,-0.33163,4.449
-1.5366,-0.33163,4.449
-1.55789,-0.338264,4.538
-1.57984,-0.345121,4.63
-1.47966,-0.325219,4.363
-1.47058,-0.325219,4.363
-1.57674,-0.359806,4.827
-1.53424,-0.352352,4.727
-1.49312,-0.345121,4.63
-1.5466,-0.359806,4.827
-1.56998,-0.367632,4.932
-1.55972,-0.367632,4.932
-1.53919,-0.367632,4.932
-1.52893,-0.367632,4.932
-1.51866,-0.367632,4.932
-1.41603,-0.345121,4.63
-1.37845,-0.338264,4.538
-1.45619,-0.359806,4.827
-1.4776,-0.367632,4.932
-1.29805,-0.325219,4.363
-1.36786,-0.345121,4.63
-1.35822,-0.345121,4.63
-1.34858,-0.345121,4.63
-1.31234,-0.338264,4.538
-1.32931,-0.345121,4.63
-1.31968,-0.345121,4.63
-1.31004,-0.345121,4.63
-1.30041,-0.345121,4.63
-1.29077,-0.345121,4.63
-1.28113,-0.345121,4.63
-1.29814,-0.352352,4.727
-1.2883,-0.352352,4.727
-1.25223,-0.345121,4.63
-1.24259,-0.345121,4.63
-1.24895,-0.352352,4.727
-1.23911,-0.352352,4.727
-1.25528,-0.359806,4.827
-1.10459,-0.359806,4.827
-1.11836,-0.367632,4.932
-0.0510554,-0.026909,0.361
-0.0503042,-0.026909,0.361
-0.0495529,-0.026909,0.361
-0.0488016,-0.026909,0.361
-0.0480503,-0.026909,0.361
-0.0471679,-0.0268345,0.36
-0.0464187,-0.0268345,0.36
-0.0718573,-0.0486002,0.652
-0.0706085,-0.0486748,0.653
-0.0692495,-0.0486748,0.653
-0.0678905,-0.0486748,0.653
-0.0665315,-0.0486748,0.653
-0.0651725,-0.0486748,0.653
-0.0637158,-0.0486002,0.652
-0.0623589,-0.0486002,0.652
-0.061002,-0.0486002,0.652
-0.0597366,-0.0486748,0.653
-0.0528038,-0.0473331,0.635
-0.0509147,-0.0468113,0.628
-0.0493708,-0.0465876,0.625
-0.0480701,-0.0465876,0.625
-0.0468442,-0.0466622,0.626
-0.0455414,-0.0466622,0.626
-0.0445213,-0.0469604,0.63
-0.0432101,-0.0469604,0.63
-0.041766,-0.0468113,0.628
-0.0403302,-0.0466622,0.626
-0.0388403,-0.0464386,0.623
-2.44079,-0.310178,4.281
-2.1602,-0.278588,3.845
-2.1522,-0.278588,3.845
-2.1442,-0.278588,3.845
-2.13619,-0.278588,3.845
-2.12819,-0.278588,3.845
-2.15713,-0.283443,3.912
-2.18635,-0.288369,3.98
-2.10419,-0.278588,3.845
-2.06129,-0.273951,3.781
-2.08818,-0.278588,3.845
-2.08018,-0.278588,3.845
-2.07218,-0.278588,3.845
-2.06418,-0.278588,3.845
-2.16634,-0.293514,4.051
-2.1579,-0.293514,4.051
-2.14947,-0.293514,4.051
-2.14104,-0.293514,4.051
-2.13261,-0.293514,4.051
-2.08695,-0.288369,3.98
-2.07867,-0.288369,3.98
-2.10732,-0.293514,4.051
-2.09889,-0.293514,4.051
-2.05382,-0.288369,3.98
-2.01059,-0.283443,3.912
-1.96815,-0.278588,3.845
-1.96015,-0.278588,3.845
-1.95215,-0.278588,3.845
-1.94415,-0.278588,3.845
-2.23976,-0.349739,4.827
-2.18352,-0.342493,4.727
-2.17368,-0.342493,4.727
-2.11944,-0.335465,4.63
-1.98814,-0.31612,4.363
-2.05844,-0.328799,4.538
-1.68224,-0.298875,4.125
-1.67365,-0.298875,4.125
-1.69575,-0.304382,4.201
-1.687,-0.304382,4.201
-1.67826,-0.304382,4.201
-1.63931,-0.298875,4.125
-1.66077,-0.304382,4.201
-1.65203,-0.304382,4.201
-1.61356,-0.298875,4.125
-1.60498,-0.298875,4.125
-1.59639,-0.298875,4.125
-1.58781,-0.298875,4.125
-1.57922,-0.298875,4.125
-1.59957,-0.304382,4.201
-1.62113,-0.310178,4.281
-1.61222,-0.310178,4.281
-1.60331,-0.310178,4.281
-1.5944,-0.310178,4.281
-1.61586,-0.31612,4.363
-1.60678,-0.31612,4.363
-1.5977,-0.31612,4.363
-1.61993,-0.322351,4.449
-1.61067,-0.322351,4.449
-1.60141,-0.322351,4.449
-1.59215,-0.322351,4.449
-1.61456,-0.328799,4.538
-1.63766,-0.335465,4.63
-1.69729,-0.349739,4.827
-1.65229,-0.342493,4.727
-1.57678,-0.328799,4.538
-1.59911,-0.335465,4.63
-1.58948,-0.335465,4.63
-1.61294,-0.342493,4.727
-1.53901,-0.328799,4.538
-1.49956,-0.322351,4.449
-1.4615,-0.31612,4.363
-1.45242,-0.31612,4.363
-1.41621,-0.310178,4.281
-1.46253,-0.322351,4.449
-1.54408,-0.342493,4.727
-1.53424,-0.342493,4.727
-1.5244,-0.342493,4.727
-1.5466,-0.349739,4.827
-1.56998,-0.357346,4.932
-1.55972,-0.357346,4.932
-1.50642,-0.349739,4.827
-1.49638,-0.349739,4.827
-1.48633,-0.349739,4.827
-1.4457,-0.342493,4.727
-1.4064,-0.335465,4.63
-1.45619,-0.349739,4.827
-1.4776,-0.357346,4.932
-1.29805,-0.31612,4.363
-1.39651,-0.342493,4.727
-1.35822,-0.335465,4.63
-1.34858,-0.335465,4.63
-1.31234,-0.328799,4.538
-1.35716,-0.342493,4.727
-1.34732,-0.342493,4.727
-1.31004,-0.335465,4.63
-1.30041,-0.335465,4.63
-1.29077,-0.335465,4.63
-1.30797,-0.342493,4.727
-1.29814,-0.342493,4.727
-1.31555,-0.349739,4.827
-1.25223,-0.335465,4.63
-1.24259,-0.335465,4.63
-1.27537,-0.349739,4.827
-1.26532,-0.349739,4.827
-1.12862,-0.357346,4.932
-1.11836,-0.357346,4.932
-0.0503042,-0.0261561,0.361
-0.0495529,-0.0261561,0.361
-0.0488016,-0.0261561,0.361
-0.0480503,-0.0261561,0.361
-0.0471679,-0.0260837,0.36
-0.0462898,-0.0260112,0.359
-0.0719675,-0.0473129,0.653
-0.0708248,-0.0474578,0.655
-0.0696737,-0.0476027,0.657
-0.0683064,-0.0476027,0.657
-0.0667353,-0.0474578,0.655
-0.0653721,-0.0474578,0.655
-0.0638135,-0.0473129,0.653
-0.0626458,-0.0474578,0.655
-0.0612827,-0.0474578,0.655
-0.0599195,-0.0474578,0.655
-0.0528038,-0.0460087,0.635
-0.0509147,-0.0455015,0.628
-0.0493708,-0.0452842,0.625
-0.0479163,-0.0451392,0.623
-0.0467694,-0.0452842,0.625
-0.0455414,-0.0453566,0.626
-0.0445213,-0.0456464,0.63
-0.043073,-0.0455015,0.628
-0.041766,-0.0455015,0.628
-0.0403302,-0.0453566,0.626
-0.0387157,-0.0449943,0.621
-2.19463,-0.280069,3.98
-2.18635,-0.280069,3.98
-2.14085,-0.275284,3.912
-2.06129,-0.266065,3.781
-2.12457,-0.275284,3.912
-2.11643,-0.275284,3.912
-2.10829,-0.275284,3.912
-2.06418,-0.270569,3.845
-2.20591,-0.290272,4.125
-2.23781,-0.29562,4.201
-2.18874,-0.290272,4.125
-2.14104,-0.285065,4.051
-2.13261,-0.285065,4.051
-2.12418,-0.285065,4.051
-2.1544,-0.290272,4.125
-2.14581,-0.290272,4.125
-2.13723,-0.290272,4.125
-2.09046,-0.285065,4.051
-2.04554,-0.280069,3.98
-2.00245,-0.275284,3.912
-1.96015,-0.270569,3.845
-1.95215,-0.270569,3.845
-1.94415,-0.270569,3.845
-2.02733,-0.313072,4.449
-1.71323,-0.29562,4.201
-1.72804,-0.30125,4.281
-1.687,-0.29562,4.201
-1.67826,-0.29562,4.201
-1.63931,-0.290272,4.125
-1.63073,-0.290272,4.125
-1.65203,-0.29562,4.201
-1.61356,-0.290272,4.125
-1.60498,-0.290272,4.125
-1.59639,-0.290272,4.125
-1.58781,-0.290272,4.125
-1.57922,-0.290272,4.125
-1.59957,-0.29562,4.201
-1.62113,-0.30125,4.281
-1.61222,-0.30125,4.281
-1.63402,-0.30702,4.363
-1.5944,-0.30125,4.281
-1.61586,-0.30702,4.363
-1.60678,-0.30702,4.363
-1.62919,-0.313072,4.449
-1.61993,-0.313072,4.449
-1.61067,-0.313072,4.449
-1.60141,-0.313072,4.449
-1.59215,-0.313072,4.449
-1.61456,-0.319335,4.538
-1.63766,-0.325809,4.63
-1.69729,-0.339671,4.827
-1.68724,-0.339671,4.827
-1.64245,-0.332634,4.727
-1.63261,-0.332634,4.727
-1.62278,-0.332634,4.727
-1.64706,-0.339671,4.827
-1.57021,-0.325809,4.63
-1.56057,-0.325809,4.63
-1.52012,-0.319335,4.538
-1.48104,-0.313072,4.449
-1.47179,-0.313072,4.449
-1.46253,-0.313072,4.449
-1.57674,-0.339671,4.827
-1.53424,-0.332634,4.727
-1.5244,-0.332634,4.727
-1.58025,-0.34706,4.932
-1.56998,-0.34706,4.932
-1.55972,-0.34706,4.932
-1.50642,-0.339671,4.827
-1.49638,-0.339671,4.827
-1.48633,-0.339671,4.827
-1.4457,-0.332634,4.727
-1.37845,-0.319335,4.538
-1.48787,-0.34706,4.932
-1.4776,-0.34706,4.932
-1.29805,-0.30702,4.363
-1.39651,-0.332634,4.727
-1.38667,-0.332634,4.727
-1.34858,-0.325809,4.63
-1.31234,-0.319335,4.538
-1.35716,-0.332634,4.727
-1.34732,-0.332634,4.727
-1.33749,-0.332634,4.727
-1.32765,-0.332634,4.727
-1.31781,-0.332634,4.727
-1.30797,-0.332634,4.727
-1.29814,-0.332634,4.727
-1.31555,-0.339671,4.827
-1.27846,-0.332634,4.727
-1.24259,-0.325809,4.63
-1.30311,-0.34706,4.932
-1.12862,-0.34706,4.932
-1.11836,-0.34706,4.932
-0.0549638,-0.0254736,0.362
-0.050914,-0.0253329,0.36
-0.0501648,-0.0253329,0.36
-0.0494156,-0.0253329,0.36
-0.0486664,-0.0253329,0.36
-0.0479172,-0.0253329,0.36
-0.0471679,-0.0253329,0.36
-0.0462898,-0.0252625,0.359
-0.0708248,-0.0460917,0.655
-0.0694616,-0.0460917,0.655
-0.0680984,-0.0460917,0.655
-0.0667353,-0.0460917,0.655
-0.0651725,-0.045951,0.653
-0.0638135,-0.045951,0.653
-0.0626458,-0.0460917,0.655
-0.0610956,-0.045951,0.653
-0.0599195,-0.0460917,0.655
-0.0528038,-0.0446843,0.635
-0.0509147,-0.0441918,0.628
-0.0492128,-0.0438399,0.623
-0.0476086,-0.0435584,0.619
-0.0467694,-0.0439807,0.625
-0.0454686,-0.0439807,0.625
-0.0443799,-0.0441918,0.628
-0.043073,-0.0441918,0.628
-0.041766,-0.0441918,0.628
-0.0403302,-0.044051,0.626
-0.038591,-0.0435584,0.619
-2.09618,-0.26255,3.845
-2.15322,-0.271768,3.98
-2.10829,-0.267125,3.912
-2.10014,-0.267125,3.912
-2.24655,-0.286859,4.201
-2.28042,-0.292321,4.281
-2.22906,-0.286859,4.201
-2.18015,-0.281669,4.125
-2.17157,-0.281669,4.125
-2.16298,-0.281669,4.125
-2.1544,-0.281669,4.125
-2.14581,-0.281669,4.125
-2.13723,-0.281669,4.125
-2.09046,-0.276616,4.051
-2.04554,-0.271768,3.98
-2.00245,-0.267125,3.912
-2.02897,-0.271768,3.98
-1.98814,-0.297921,4.363
-1.69575,-0.286859,4.201
-1.687,-0.286859,4.201
-1.6479,-0.281669,4.125
-1.63931,-0.281669,4.125
-1.63073,-0.281669,4.125
-1.65203,-0.286859,4.201
-1.64329,-0.286859,4.201
-1.63455,-0.286859,4.201
-1.6258,-0.286859,4.201
-1.61706,-0.286859,4.201
-1.57922,-0.281669,4.125
-1.59957,-0.286859,4.201
-1.62113,-0.292321,4.281
-1.6431,-0.297921,4.363
-1.63402,-0.297921,4.363
-1.62494,-0.297921,4.363
-1.61586,-0.297921,4.363
-1.63845,-0.303793,4.449
-1.62919,-0.303793,4.449
-1.65234,-0.30987,4.538
-1.61067,-0.303793,4.449
-1.63345,-0.30987,4.538
-1.624,-0.30987,4.538
-1.61456,-0.30987,4.538
-1.63766,-0.316152,4.63
-1.69729,-0.329604,4.827
-1.68724,-0.329604,4.827
-1.64245,-0.322776,4.727
-1.63261,-0.322776,4.727
-1.65711,-0.329604,4.827
-1.64706,-0.329604,4.827
-1.6031,-0.322776,4.727
-1.56057,-0.316152,4.63
-1.55093,-0.316152,4.63
-1.51067,-0.30987,4.538
-1.53166,-0.316152,4.63
-1.49178,-0.30987,4.538
-1.57674,-0.329604,4.827
-1.5667,-0.329604,4.827
-1.55665,-0.329604,4.827
-1.53919,-0.336774,4.932
-1.52893,-0.336774,4.932
-1.48633,-0.329604,4.827
-1.4457,-0.322776,4.727
-1.4064,-0.316152,4.63
-1.48787,-0.336774,4.932
-1.32364,-0.303793,4.449
-1.39651,-0.322776,4.727
-1.35822,-0.316152,4.63
-1.34858,-0.316152,4.63
-1.31234,-0.30987,4.538
-1.35716,-0.322776,4.727
-1.34732,-0.322776,4.727
-1.33749,-0.322776,4.727
-1.32765,-0.322776,4.727
-1.31781,-0.322776,4.727
-1.30797,-0.322776,4.727
-1.3256,-0.329604,4.827
-1.31555,-0.329604,4.827
-1.27846,-0.322776,4.727
-1.24259,-0.316152,4.63
-1.10459,-0.329604,4.827
-1.11836,-0.336774,4.932
-0.0555632,-0.0246503,0.361
-0.0549638,-0.0247186,0.362
-0.0540606,-0.0246503,0.361
-0.0524125,-0.024582,0.36
-0.0516632,-0.024582,0.36
-0.050914,-0.024582,0.36
-0.0501648,-0.024582,0.36
-0.0494156,-0.024582,0.36
-0.0486664,-0.024582,0.36
-0.0479172,-0.024582,0.36
-0.0471679,-0.024582,0.36
-0.0462898,-0.0245138,0.359
-0.0708248,-0.0447257,0.655
-0.0694616,-0.0447257,0.655
-0.0680984,-0.0447257,0.655
-0.0665315,-0.0445891,0.653
-0.0651725,-0.0445891,0.653
-0.0638135,-0.0445891,0.653
-0.0624545,-0.0445891,0.653
-0.0610956,-0.0445891,0.653
-0.0597366,-0.0445891,0.653
-0.0526375,-0.0432234,0.633
-0.0507526,-0.0427454,0.626
-0.0490548,-0.042404,0.621
-0.0475317,-0.0421992,0.618
-0.0466197,-0.0425406,0.623
-0.0454686,-0.0426772,0.625
-0.0445213,-0.0430186,0.63
-0.0403302,-0.0427454,0.626
-0.0387157,-0.042404,0.621
-2.2626,-0.283393,4.281
-2.21158,-0.278097,4.201
-2.20284,-0.278097,4.201
-2.19409,-0.278097,4.201
-2.22697,-0.283393,4.281
-2.17661,-0.278097,4.201
-1.71913,-0.283393,4.281
-1.67826,-0.278097,4.201
-1.66952,-0.278097,4.201
-1.6924,-0.283393,4.281
-1.68349,-0.283393,4.281
-1.67458,-0.283393,4.281
-1.66567,-0.283393,4.281
-1.65676,-0.283393,4.281
-1.61706,-0.278097,4.201
-1.60832,-0.278097,4.201
-1.63004,-0.283393,4.281
-1.65218,-0.288821,4.363
-1.6431,-0.288821,4.363
-1.63402,-0.288821,4.363
-1.62494,-0.288821,4.363
-1.64771,-0.294514,4.449
-1.63845,-0.294514,4.449
-1.62919,-0.294514,4.449
-1.61993,-0.294514,4.449
-1.61067,-0.294514,4.449
-1.60141,-0.294514,4.449
-1.59215,-0.294514,4.449
-1.61456,-0.300406,4.538
-1.63766,-0.306496,4.63
-1.69729,-0.319537,4.827
-1.65229,-0.312917,4.727
-1.64245,-0.312917,4.727
-1.63261,-0.312917,4.727
-1.62278,-0.312917,4.727
-1.64706,-0.319537,4.827
-1.57021,-0.306496,4.63
-1.56057,-0.306496,4.63
-1.55093,-0.306496,4.63
-1.5413,-0.306496,4.63
-1.53166,-0.306496,4.63
-1.52203,-0.306496,4.63
-1.57674,-0.319537,4.827
-1.5667,-0.319537,4.827
-1.59051,-0.326488,4.932
-1.53919,-0.326488,4.932
-1.52893,-0.326488,4.932
-1.48633,-0.319537,4.827
-1.4457,-0.312917,4.727
-1.4064,-0.306496,4.63
-1.48787,-0.326488,4.932
-1.4776,-0.326488,4.932
-1.32364,-0.294514,4.449
-1.39651,-0.312917,4.727
-1.35822,-0.306496,4.63
-1.34858,-0.306496,4.63
-1.33895,-0.306496,4.63
-1.35716,-0.312917,4.727
-1.34732,-0.312917,4.727
-1.33749,-0.312917,4.727
-1.32765,-0.312917,4.727
-1.31781,-0.312917,4.727
-1.30797,-0.312917,4.727
-1.3256,-0.319537,4.827
-1.31555,-0.319537,4.827
-1.25223,-0.306496,4.63
-1.24259,-0.306496,4.63
-1.08171,-0.312917,4.727
-1.09455,-0.319537,4.827
-0.0548119,-0.0238974,0.361
-0.0539109,-0.0238312,0.36
-0.0531617,-0.0238312,0.36
-0.0524125,-0.0238312,0.36
-0.0516632,-0.0238312,0.36
-0.050914,-0.0238312,0.36
-0.0501648,-0.0238312,0.36
-0.0494156,-0.0238312,0.36
-0.0486664,-0.0238312,0.36
-0.0479172,-0.0238312,0.36
-0.0471679,-0.0238312,0.36
-0.0462898,-0.023765,0.359
-0.0708248,-0.0433596,0.655
-0.0694616,-0.0433596,0.655
-0.0678905,-0.0432272,0.653
-0.0665315,-0.0432272,0.653
-0.0651725,-0.0432272,0.653
-0.0637158,-0.043161,0.652
-0.0623589,-0.043161,0.652
-0.061002,-0.043161,0.652
-0.0596451,-0.043161,0.652
-0.0554469,-0.0420356,0.635
-0.0539549,-0.0419032,0.633
-0.0525543,-0.041837,0.632
-0.0506715,-0.0413737,0.625
-0.0488968,-0.0409765,0.619
-0.0473779,-0.0407779,0.616
-0.0463204,-0.0409765,0.619
-0.0453231,-0.0412413,0.623
-0.0443799,-0.0415723,0.628
-0.0429358,-0.0414399,0.626
-1.6924,-0.274465,4.281
-1.71574,-0.279722,4.363
-1.64329,-0.269336,4.201
-1.66567,-0.274465,4.281
-1.65676,-0.274465,4.281
-1.61706,-0.269336,4.201
-1.60832,-0.269336,4.201
-1.63004,-0.274465,4.281
-1.65218,-0.279722,4.363
-1.6431,-0.279722,4.363
-1.63402,-0.279722,4.363
-1.62494,-0.279722,4.363
-1.64771,-0.285235,4.449
-1.63845,-0.285235,4.449
-1.62919,-0.285235,4.449
-1.61993,-0.285235,4.449
-1.57954,-0.279722,4.363
-1.60141,-0.285235,4.449
-1.59215,-0.285235,4.449
-1.61456,-0.290941,4.538
-1.60511,-0.290941,4.538
-1.66213,-0.303059,4.727
-1.65229,-0.303059,4.727
-1.60875,-0.29684,4.63
-1.59911,-0.29684,4.63
-1.62278,-0.303059,4.727
-1.61294,-0.303059,4.727
-1.57021,-0.29684,4.63
-1.56057,-0.29684,4.63
-1.55093,-0.29684,4.63
-1.51067,-0.290941,4.538
-1.53166,-0.29684,4.63
-1.52203,-0.29684,4.63
-1.57674,-0.30947,4.827
-1.5667,-0.30947,4.827
-1.59051,-0.316202,4.932
-1.53919,-0.316202,4.932
-1.52893,-0.316202,4.932
-1.48633,-0.30947,4.827
-1.4457,-0.303059,4.727
-1.37845,-0.290941,4.538
-1.48787,-0.316202,4.932
-1.4776,-0.316202,4.932
-1.32364,-0.285235,4.449
-1.39651,-0.303059,4.727
-1.35822,-0.29684,4.63
-1.34858,-0.29684,4.63
-1.33895,-0.29684,4.63
-1.35716,-0.303059,4.727
-1.34732,-0.303059,4.727
-1.33749,-0.303059,4.727
-1.32765,-0.303059,4.727
-1.31781,-0.303059,4.727
-1.30797,-0.303059,4.727
-1.3256,-0.30947,4.827
-1.31555,-0.30947,4.827
-1.25223,-0.29684,4.63
-1.24259,-0.29684,4.63
-1.05951,-0.29684,4.63
-1.04988,-0.29684,4.63
-1.10809,-0.316202,4.932
-0.0548119,-0.0231445,0.361
-0.0539109,-0.0230804,0.36
-0.0531617,-0.0230804,0.36
-0.0524125,-0.0230804,0.36
-0.0515197,-0.0230163,0.359
-0.0507726,-0.0230163,0.359
-0.0501648,-0.0230804,0.36
-0.0494156,-0.0230804,0.36
-0.0486664,-0.0230804,0.36
-0.0479172,-0.0230804,0.36
-0.0470369,-0.0230163,0.359
-0.0462898,-0.0230163,0.359
-0.0706085,-0.0418653,0.653
-0.0692495,-0.0418653,0.653
-0.0677866,-0.0418012,0.652
-0.0664296,-0.0418012,0.652
-0.0650727,-0.0418012,0.652
-0.0635204,-0.041673,0.65
-0.0621676,-0.041673,0.65
-0.0608149,-0.041673,0.65
-0.0594621,-0.041673,0.65
-0.0552722,-0.0405831,0.633
-0.0538696,-0.0405189,0.632
-0.052388,-0.0403907,0.63
-0.0506715,-0.0400702,0.625
-0.0488178,-0.0396214,0.618
-0.0473779,-0.0394931,0.616
-0.0462455,-0.0396214,0.618
-0.0451776,-0.0398137,0.621
-0.0441679,-0.0400702,0.625
-1.6924,-0.265536,4.281
-1.68349,-0.265536,4.281
-1.61356,-0.25586,4.125
-1.63455,-0.260574,4.201
-1.65676,-0.265536,4.281
-1.61706,-0.260574,4.201
-1.60832,-0.260574,4.201
-1.63004,-0.265536,4.281
-1.65218,-0.270622,4.363
-1.6431,-0.270622,4.363
-1.63402,-0.270622,4.363
-1.62494,-0.270622,4.363
-1.64771,-0.275957,4.449
-1.63845,-0.275957,4.449
-1.62919,-0.275957,4.449
-1.61993,-0.275957,4.449
-1.57954,-0.270622,4.363
-1.60141,-0.275957,4.449
-1.59215,-0.275957,4.449
-1.58289,-0.275957,4.449
-1.60511,-0.281477,4.538
-1.66213,-0.2932,4.727
-1.65229,-0.2932,4.727
-1.60875,-0.287183,4.63
-1.59911,-0.287183,4.63
-1.62278,-0.2932,4.727
-1.61294,-0.2932,4.727
-1.57021,-0.287183,4.63
-1.56057,-0.287183,4.63
-1.55093,-0.287183,4.63
-1.51067,-0.281477,4.538
-1.53166,-0.287183,4.63
-1.52203,-0.287183,4.63
-1.57674,-0.299403,4.827
-1.60078,-0.305915,4.932
-1.59051,-0.305915,4.932
-1.53919,-0.305915,4.932
-1.52893,-0.305915,4.932
-1.48633,-0.299403,4.827
-1.4457,-0.2932,4.727
-1.37845,-0.281477,4.538
-1.48787,-0.305915,4.932
-1.4776,-0.305915,4.932
-1.32364,-0.275957,4.449
-1.39651,-0.2932,4.727
-1.35822,-0.287183,4.63
-1.34858,-0.287183,4.63
-1.33895,-0.287183,4.63
-1.35716,-0.2932,4.727
-1.34732,-0.2932,4.727
-1.33749,-0.2932,4.727
-1.32765,-0.2932,4.727
-1.31781,-0.2932,4.727
-1.30797,-0.2932,4.727
-1.3256,-0.299403,4.827
-1.34417,-0.305915,4.932
-1.25223,-0.287183,4.63
-1.24259,-0.287183,4.63
-1.05951,-0.287183,4.63
-1.04988,-0.287183,4.63
-1.10809,-0.305915,4.932
-0.0548119,-0.0223916,0.361
-0.0539109,-0.0223296,0.36
-0.053014,-0.0222676,0.359
-0.0522669,-0.0222676,0.359
-0.0515197,-0.0222676,0.359
-0.0507726,-0.0222676,0.359
-0.0500255,-0.0222676,0.359
-0.0492783,-0.0222676,0.359
-0.0485312,-0.0222676,0.359
-0.0477841,-0.0222676,0.359
-0.0470369,-0.0222676,0.359
-0.0461609,-0.0222055,0.358
-0.0454158,-0.0222055,0.358
-0.0689314,-0.0403173,0.65
-0.0675786,-0.0403173,0.65
-0.0662259,-0.0403173,0.65
-0.0648731,-0.0403173,0.65
-0.0633249,-0.0401933,0.648
-0.0619763,-0.0401933,0.648
-0.0604406,-0.0400692,0.646
-0.0590962,-0.0400692,0.646
-0.0550103,-0.0390768,0.63
-0.0536991,-0.0390768,0.63
-0.0522217,-0.0389527,0.628
-0.0505094,-0.0386426,0.623
-0.0488178,-0.0383325,0.618
-0.0473779,-0.0382084,0.616
-0.0462455,-0.0383325,0.618
-0.0451776,-0.0385186,0.621
-0.0440266,-0.0386426,0.623
-1.59639,-0.247257,4.125
-1.58781,-0.247257,4.125
-1.57922,-0.247257,4.125
-1.59957,-0.251812,4.201
-1.62113,-0.256608,4.281
-1.61222,-0.256608,4.281
-1.60331,-0.256608,4.281
-1.5944,-0.256608,4.281
-1.61586,-0.261523,4.363
-1.60678,-0.261523,4.363
-1.5977,-0.261523,4.363
-1.58862,-0.261523,4.363
-1.57954,-0.261523,4.363
-1.57046,-0.261523,4.363
-1.59215,-0.266678,4.449
-1.58289,-0.266678,4.449
-1.60511,-0.272013,4.538
-1.66213,-0.283341,4.727
-1.65229,-0.283341,4.727
-1.60875,-0.277527,4.63
-1.63261,-0.283341,4.727
-1.62278,-0.283341,4.727
-1.64706,-0.289335,4.827
-1.6031,-0.283341,4.727
-1.59326,-0.283341,4.727
-1.55093,-0.277527,4.63
-1.5413,-0.277527,4.63
-1.53166,-0.277527,4.63
-1.55391,-0.283341,4.727
-1.61104,-0.295629,4.932
-1.60078,-0.295629,4.932
-1.59051,-0.295629,4.932
-1.53919,-0.295629,4.932
-1.52893,-0.295629,4.932
-1.48633,-0.289335,4.827
